destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Y
Home,Alone,Sunny,30,6PM,Restaurant(20-50),24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,1,0,1,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,0,0,1,0
Work,Alone,Sunny,30,7AM,Bar,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,0,0,1,0,0
Work,Alone,Sunny,80,7AM,Restaurant(<20),24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,0,0,0,1,0
Work,Alone,Rainy,55,7AM,Bar,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,between 1 to 3,between 1 to 3,between 1 to 3,less than 1,less than 1,1,1,0,1,0,0
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Alone,Snowy,30,2PM,Bar,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,1,0,0
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
Home,Kid(s),Sunny,30,6PM,Bar,2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,1,0,1,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,0,1,0
Work,Alone,Sunny,30,7AM,Bar,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Bar,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$87500 - $99999,never,between 4 to 8,between 1 to 3,between 4 to 8,between 1 to 3,1,1,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Alone,Snowy,30,2PM,Bar,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,0,1,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,1,0,1,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,0,1,1
Work,Alone,Sunny,30,7AM,Bar,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,0,0,1,0,0
Work,Alone,Rainy,55,7AM,Bar,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Female,50plus,Married partner,1,High School Graduate,Retired,$75000 - $87499,never,never,between 4 to 8,less than 1,between 1 to 3,1,1,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,0,1,1
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,0,1,1
Home,Alone,Sunny,30,6PM,Restaurant(20-50),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,1,0,1,1
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,0,1,0
Work,Alone,Sunny,30,7AM,Bar,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,1,0,1
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,1,0,1
Work,Alone,Sunny,80,7AM,Coffee House,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,0,0,0,1,1
Work,Alone,Rainy,55,7AM,Bar,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,between 4 to 8,between 1 to 3,between 1 to 3,between 4 to 8,between 4 to 8,1,1,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,0
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,0,1,1
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,0
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,1,0,0
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,0
Home,Kid(s),Sunny,30,6PM,Bar,2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,1
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,1,0,1,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,0,1,0
Work,Alone,Sunny,30,7AM,Bar,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,0,0,1,0,1
Work,Alone,Rainy,55,7AM,Bar,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Female,31,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,less than 1,between 4 to 8,between 4 to 8,greater than 8,between 1 to 3,1,1,0,1,0,1
No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,24,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,2PM,Coffee House,24,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,0,0,0,1,0
No Urgent Place,Kid(s),Sunny,80,10PM,Restaurant(20-50),24,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,1,0,0,1,0
Home,Kid(s),Sunny,80,6PM,Restaurant(20-50),2,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,1,0,1,0,0
Home,Kid(s),Sunny,80,10PM,Carry out & Take away,2,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,1,0,0,1,0
Home,Kid(s),Sunny,30,6PM,Bar,2,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,never,never,less than 1,less than 1,less than 1,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Sunny,55,10AM,Restaurant(<20),2,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,0
No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Alone,Rainy,55,10AM,Coffee House,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
No Urgent Place,Alone,Snowy,30,2PM,Bar,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,0,1,0
No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,0,1,1
Home,Alone,Sunny,30,6PM,Restaurant(20-50),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,1,0,0
Home,Alone,Sunny,80,6PM,Carry out & Take away,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,0,1,1
Home,Alone,Sunny,80,6PM,Restaurant(<20),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,1,0,1
Home,Alone,Rainy,55,6PM,Bar,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,1,0,1,0
Home,Alone,Snowy,30,10PM,Restaurant(<20),2,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,1,0,1,0
Home,Alone,Sunny,80,10PM,Restaurant(20-50),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,0,1,1
Work,Alone,Sunny,30,7AM,Bar,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,1,0,0
Work,Alone,Rainy,55,7AM,Carry out & Take away,2,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,1,0,0
Work,Alone,Sunny,80,7AM,Coffee House,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,1,0,1
Work,Alone,Sunny,80,7AM,Restaurant(<20),24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,0,0,0,1,1
Work,Alone,Rainy,55,7AM,Bar,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,1,0,1,0
Work,Alone,Snowy,30,7AM,Carry out & Take away,24,Female,31,Divorced,1,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,less than 1,less than 1,between 4 to 8,greater than 8,greater than 8,1,1,0,1,0,1
No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,never,never,greater than 8,less than 1,less than 1,1,1,0,0,1,0
